Label,Frequency
UJAACAD,2
VJDADDD,1
UJAABAA,1
UJAACDC,5
UJACABA,5
UJACAAB,5
UJAACCC,5
UJACAAA,8
UIBDBBB,8
UIBDBBD,7
UIBDBBC,11
UIBDBAD,14
UJAAABB,1
VJCCDCC,1
VJDADDC,1
VJCDDBC,1
VJDCBBA,1
VJDCBAB,2
VJDCBAD,1
VJDCBAC,1
VJDCADC,1
VJDCACD,1
VJDCCAA,1
VJCDDBB,1
VJCDDBD,2
VJCDDAD,1
VJCCDCD,1
VJCDDAC,1
VJCDCBD,1
VJCDCBC,1
VJCDCDA,1
VJCDCCB,1
VJCDCCA,2
VJCCDDB,1
VJCCDDA,1
VJCCDCB,2
UIBCADA,53
UIBCCAB,23
UIBCACB,5
UIBCABC,6
UIBCABD,7
UIBCBAC,10
UIBCBAD,8
UIDABAA,6
UIDACAD,2
UIDAACD,2
UIBCDBA,6
UJACADB,5
UJACBCB,2
UJACBDA,4
TIDBBBA,2
SJBCABB,3
SJABCDD,3
SJABDCC,3
SJABDCD,3
SJABDDC,3
SJABDDD,3
SJBACCC,3
SJBACCD,3
SJBCAAB,3
SJBCABA,3
SJBCBAC,3
TIDBBBC,2
SJBCBCB,3
SJBCBDA,3
SJBCBDB,3
SJBDACA,3
SJBDACB,6
SJBDADA,6
SJBDADB,3
SJBDBCA,3
SJBDBCB,3
SJABCDB,3
SJABCDA,3
SJABCCB,3
SJABCAD,3
TJCCABC,2
TJCCADA,3
TJCCADB,3
TJCCADD,3
TJCCCBB,3
TJCCCBD,3
TJCCDAC,3
TJCCDCA,3
TJCCDCC,3
TJCCDCD,3
SJAABAB,3
SJAABBA,3
SJAABBC,3
SJAABBD,3
SJAABDB,3
SJABACA,3
SJABACC,3
SJABCAA,3
SJABCAB,3
SKACBAC,3
SKDABBA,2
SKDBBAB,2
RNDCCCA,2
RMBBABD,1
RMBBDAA,1
RNDCCDD,1
RNDCCDC,2
RNDCCDA,2
RNDCCCB,1
RNCDDDB,1
RNDCCAC,1
RNDCCAA,2
RNDCACC,2
RNCDBDD,1
RNCDBDB,2
RNCDBBD,2
RNCDBBB,2
RNCBDDD,2
RNCBDDC,2
RNDCCDB,3
RNACDBB,5
RNADCDA,3
RNACBCC,2
RNACBCD,2
RNACBDC,2
RNACDBA,2
RNACBDD,2
RNADCAA,3
RNADCAB,2
RNADCAD,3
RNADCBC,2
RNADCDB,2
RNADCDD,3
RNCBDCB,1
RNCBDDA,1
RNDCACA,1
RNACACB,2
RNACACA,1
RMABADC,1
RMABDBC,1
RMABDAD,1
RMABDAB,1
RMABDAA,1
RMABCBB,1
RMABADD,1
RMABAAC,1
RMBDBDB,1
SMCCDCD,1
SMCCDCB,1
SMCCDCA,1
SMCCDAC,1
SMCCCBD,1
SMCCCBB,1
RMABDBD,1
RMABDDB,1
RMBACCA,1
RMBACCB,1
RMBACDA,1
RMBACDC,1
RMBACDD,1
RMBADCC,1
RMBADCD,1
RMBADDC,1
RMBCBBA,1
RMBCBBB,1
RMBCBBD,1
RMBDAAC,1
RMBDBCA,1
RMBDBCB,1
RMBDBDA,1
SMCCCBA,1
TIDBDBB,2
RLBCAAA,1
TIBBDCD,1
TIBBDDC,1
TIBDBBA,1
TIBDBBC,1
TIBDBAD,1
TIBDBCB,1
TIBDBCD,1
TIBDDAB,1
TIBDDAD,1
TIBDDCB,1
TIBDDCD,1
TIBDDDC,1
TIBBDDA,1
TIDBBBD,1
TIDBBDB,1
TIDBBDD,1
TIDBDBA,2
TIDBDBD,1
TIDBDDB,1
TJCACCA,1
TJCACCC,1
TJCCAAB,1
TJCCAAD,1
TIBBDCB,1
TIBBDBC,1
TIBBDBD,1
UIBDDDC,3
UIDBBAD,1
UIDBBCB,1
UIDBBCD,1
UIDBDAB,1
UIDBDBA,1
UIDBDBC,2
UIDBDDA,1
UIDBDCD,1
UIDDBAB,1
UIDDBAD,1
UIDDBAC,1
UIDDBCA,1
UIDDBCC,1
UIDDDAA,1
UIDDDAC,1
UIDDDAD,1
UIDDDCB,1
UIDDDCD,1
UIDDDDC,1
TIBBBBA,1
TIBBBBB,1
TIBBBBD,1
TIBBBDB,1
TJAAACA,1
TIBBBDD,1
TIBBDBB,1
RLADBBA,1
SJBDBDA,2
SJBDBDB,2
SKACACA,2
SKACAAC,2
SKACAAD,2
SKACABC,2
SKACABD,2
SKACBAD,2
SKACBBC,2
SKACBBD,2
SKADAAC,2
SKADACB,2
SKADACD,2
SKADADC,2
SKADCBA,2
SKADCBB,2
SKADDAC,2
SKADDAD,2
SKADDCB,2
SKADDDA,2
UIBDDDA,1
UIBCCBA,2
UICDBDD,3
TIBAABB,2
UIDCCDD,6
UIDCCDC,6
UIDCCCD,3
UIDCCCB,7
UIDCCAD,6
UIDCCAC,4
UIDCCAA,6
UICDDBB,3
UICDBDB,3
TIBABAA,5
TIBAABA,3
TIBAABC,2
TIBAAAD,3
UIDCACC,2
UIDCCAB,3
UIDCCDA,2
UIDACDA,3
UICCAAA,4
UHDDBBD,5
UICBBCA,3
UICBADB,6
UICBACA,3
UIADDDD,7
UIADDDB,6
UICBBBB,3
UIADDBD,4
UIBCADB,23
UIBCBCA,11
UIBCBCD,26
UIBCBDC,4
UIDAACB,2
UJACAAC,1
UJABCDC,4
UJABCDD,3
UJADBAD,3
UJBCBCD,7
UJBCBDA,1
UJBDBAB,2
UJBBDCD,2
UKADBBB,2
UKADBBD,2
TMABABB,1
UMCCDDB,1
UMCCDBD,1
UMCCDBB,1
UMCCDBA,1
UMCCBDC,1
UMCCBDA,1
UMCCBCB,1
UMCCBCA,1
UMCCBAC,1
UMCCABD,1
UMCCAAA,1
ULDDBBB,2
ULDBDCD,1
ULDBDCC,1
ULDBCBC,2
ULDBCAD,2
TMBACAC,2
TMBACAD,2
TMBACCB,1
TNCDDCA,2
TNDCDCA,3
TNDCCDB,2
TNDCCDA,2
TNDCCCB,2
TNDCCCA,2
TNCDDDA,1
TNCDDCB,2
TMBBCDA,1
TMBACDA,1
TMBDAAB,1
TMBDAAA,1
TMBCBBB,2
TMBCBBA,1
TMBCBAB,1
TMBADCD,2
TMBADCC,2
ULDBCAB,2
ULDBCAA,2
ULDABDD,1
UKBDCAA,2
UKBDDDD,2
UKBDDDC,2
UKBDDDA,2
UKBDCBD,1
UKBDCBC,2
UKBDCBA,2
UKBDCAB,2
UKBDACC,2
ULCAAAB,2
UKBCBDD,2
UKBCCBC,1
UKBCCAB,2
UKBCCAA,2
UKBCACC,2
UKBCACA,2
UKBCAAC,2
UKDBBBB,2
ULCAABA,2
ULDABDC,2
ULDACAC,1
ULDADBA,2
ULDADAB,2
ULDADAC,2
ULDACBD,2
ULDACBC,1
ULDACDA,1
ULDACCB,1
ULCBDBD,1
ULCAABB,1
ULCBDBC,1
ULCBDBA,1
ULCBDAB,1
ULCBDAA,1
ULCBCBB,1
ULCBADD,2
ULACCDD,1
TNDCDCB,3
TNDCDCC,3
SNBADAC,3
SNBCABA,2
SNBCAAB,3
SNBACCD,2
SNBACCB,2
SNBACAD,3
SNBACBC,3
SNBACBD,3
SNBADAA,3
TNDCDCD,3
SNBADAB,3
SNBABCD,3
SNBABCB,3
SNBABCA,3
SNBABAC,3
SNBABAA,3
SNBABAB,3
SNBCABC,3
UKBCBDC,1
UKADBAB,1
UKADBBA,1
UKBDDCB,1
UKABDCD,1
UKABDCC,1
UKABDCA,1
UKABDAC,1
UJBBDDC,1
UJBBDDD,1
UKAACCA,1
UKAACCB,1
UKAACDA,1
UKAACBC,1
UKAACBD,1
UKAADAD,1
UKAADCB,1
UKAADDA,1
UKAADBD,1
UKABCAC,1
UKABCAD,1
UKABCAB,1
UKABCBA,1
UKABCBB,1
UKABCBD,1
ULCAAAA,1
TMABBCD,1
TMABBDC,1
TMABDBA,1
TMABDBB,1
TMBACAA,1
TMBACDD,1
TNCDCAA,1
TNDCCCC,1
TMABBCA,1
ULDDBBA,1
ULDBDCA,1
ULCABAB,1
ULCABBA,1
ULCBAAC,1
ULCBAAD,1
ULCBABC,1
ULCBADA,1
ULCBADB,1
ULDADAA,1
ULDBCDB,1
UJBDBAA,1
UJBCBCC,10
UJBCACC,4
UJACBBC,4
UIBCBDB,6
UJADDDA,1
UJADDDC,1
UJADDDD,5
UJCBBBB,5
UJDAAAA,5
UJDAAAB,5
UJDAABA,4
UJDAABB,1
UJDABAA,2
UJDABAC,1
UJDABAD,1
UJDABBC,1
UJDABBD,1
UJDBAAA,1
UJDBAAB,1
UJBDCCD,1
UJBDCDC,1
UJBDCDA,1
UJBDCDB,1
UJBDDCA,1
UJBDDCB,2
UJBDDCD,1
UJBDDDC,2
UJDBBBA,2
UJDBBBB,2
UJDBBBD,2
UJDBBDB,2
UKCAACA,2
UKCAACB,2
UJADDAD,1
UJADDAC,1
UJADDAA,1
UIBDBBA,1
UJADCBB,1
UJAACDD,1
UJAADCC,1
UJACBAA,2
UJACBAB,2
UJACBBA,1
UJACBBD,3
UJADAAC,1
UJADACA,1
UJADACB,1
UJADADA,1
UJADADC,1
UJADADD,1
UKCAADC,2
UJBCCCB,1
UJBCCCC,1
UJACDDD,1
UJACDDC,1
UJACDCD,1
UJACDCC,2
UJACCDD,1
UJACCDC,1
UJACCCD,1
UJACCCC,1
UIBDDDD,1
UIBDDCD,1
UIBDDCC,1
UIBDCDD,2
UIBDCDC,2
UIBDCCD,2
UIBDCCC,2
UIBCDDD,2
UIBCDDC,7
UIBCDCD,10
UIBCDCC,12
UJBCCCA,1
UJBCCAD,1
UJBCCBC,1
UJBDDDA,1
UJBDDAD,1
UJBDDAC,1
UJBDCBD,1
UJBDCBC,1
UJBDCAD,1
UJBDCCB,1
UJBDCCA,1
UJBDCCC,1
UJBCDDD,1
UJDABBB,1
UJDABBA,1
UJDABAB,1
UJBCDCC,1
UJBCCDD,4
UJBCCDB,2
UJBCCDA,1
UJBCDAD,1
TJDCCDD,4
TJDACDA,5
TJDACDC,4
TJDCABA,3
TJDCABC,3
TJDCADA,4
TJDCCBB,4
TJDCCBD,4
TJDCCDB,4
SJBAABB,3
UJCDBAB,4
SJBAABD,3
SJBABCA,3
RKAAAAD,4
RKAAACB,4
RKAAADA,4
RKAAADC,4
RKAACBA,4
RKAACBC,6
UJCDBCC,2
UJCBDCD,4
UJBCDAC,2
UJCBBAB,5
UJBCDCA,3
UJBCCDC,2
UJCBBBA,6
UJCBBAD,4
UJCBDCC,4
UJCBBAC,4
UJCBABD,4
UJCBADB,4
UJCBADD,4
UJCBCBB,4
UJCBCBD,3
UJCBDAC,4
UJCBDCA,4
RKAACDA,6
RKAACBB,2
RKAAADD,1
RKAAADB,1
RKAABCA,2
RKAABCB,2
RKAABDA,1
RKAACBD,1
UIDABAC,2
UIDABAD,2
UJCDCBB,2
RKADCCB,2
RKDCBBB,3
RKDADCB,2
RKDADCA,2
RKCBBDB,2
RKCBBDA,2
RKCBBBC,2
RKCBBAD,3
RKCBBAC,3
RKCBBAA,3
RKCBABB,2
RKADCDC,2
RKADCCD,3
RKADCCA,3
RKACDDB,3
RKACDBD,3
RKACDBC,3
RKACDBA,3
RKACDAB,3
RKACBCD,3
RKACBCC,3
RKACBCA,3
RKACADB,3
RKACABD,3
RKACABB,3
RKAACDD,3
RKDDAAA,3
RKDDAAC,4
RKDDAAD,2
RKDDACB,4
QKBACDD,2
QKBACDC,3
QKBACDA,3
QKBACDB,2
QKBACBD,2
QKBADAC,2
QKBADAD,2
QKBADBC,2
QKBADBA,2
QKBADBB,2
QKBABDD,2
QKBABDB,1
QKBABBD,1
QKBBAAC,1
QKBBAAA,1
QKBBAAB,1
RKDDCCD,1
RKDDCCB,2
RKDDCDA,1
RKDDCBC,2
RKDDCBD,1
RKDDCBB,3
RKDDCBA,1
RKDDADC,3
RKDDADA,4
RKAACDB,2
SJBDDAA,3
SJBDADD,3
SJBDADC,3
SJBDAAD,3
SJBDAAC,3
SJBDAAA,3
SJBCBBB,3
SJBADDD,3
SJBADDC,2
SJBADDA,3
SJBADAD,3
SJBADAB,2
SJBADAA,2
SJBABCC,2
SJBDCBB,3
SJBDDAC,3
SJBDDAD,3
RKAAAAB,3
SKCCCCD,3
SKCCCAC,2
SKCCCAA,2
SKCCACC,3
SKCCACA,3
SKCCAAC,2
SJDDBBD,3
SJDDBBB,3
SJDBDDD,3
SJDBDDB,3
SJDBDBD,3
SJDBDBB,3
SJDBBDD,3
SJDBBDB,3
SJDBBBD,3
SJDBBBC,3
SJDBBBA,3
SJBDDDC,3
SJBDDCD,3
SJBDDCB,3
QKBCABB,5
UIDABCA,1
UJDBABA,1
UJDBAAC,1
LJACBCA,1
MIDDDDD,1
MJACCCA,1
NJCCBCB,1
PJBDDAA,1
PJDBABD,1
PJDBABB,1
PJDBBAA,1
PJBDDCC,1
PJBDDCA,1
PJBDDAC,1
PJBDBCD,1
PJDBADD,1
PJBDBCB,1
PJBDBAD,1
PJBDBAB,1
PJBDBBA,1
PJBBDDC,1
PJBBDDA,1
PJDBADB,1
PJDBCBB,1
PJBBDBD,1
PJDDACA,1
PJDCDCD,1
PJDCDDC,1
PJDCDDA,1
PJDCDBC,1
PJDCDBD,1
PJDCDBB,1
PJDDACB,1
PJDBCBA,1
PJDDAAD,1
PJDDAAB,1
PJDDABA,1
PJDBCDC,1
PJDBCDA,1
PJDBCBC,1
PJBBDBC,1
PJBBDBB,1
NJCCBAD,1
QKBBBAD,1
QKBDACD,1
QKBDADC,1
QKBDADA,1
QKBDABB,1
QKBBDCA,1
QKBBBCB,1
QKBBBAB,1
QKBCDCB,1
RKDDDCC,1
RKDDDCA,1
RKDDDAC,2
RKDDADD,2
QKBCDAD,1
QKCBBDB,1
PJBBBDD,1
QKCCCAD,1
PKAAACC,1
PKAAACA,1
PKAAAAC,1
PKAAAAA,1
QKCCCCD,1
QKCCCCB,1
QKCCCBC,1
QKCBBDA,1
QKCCCBA,1
QKCCADC,1
QKCCADB,1
QKCCABD,1
QKCCBAC,1
QKCADDD,1
OJBABAB,1
OJBABAA,1
OJBABAC,1
NJADBBA,1
NJADDAC,1
NJADDAB,1
NJADBCD,1
NJADBCB,1
NJADBAD,1
NJADBAB,1
NJABDDC,1
NJADCDB,1
NJABDDA,1
NJABDBC,1
NJABDBA,1
NJABBDC,1
NJABBDD,1
NJABBDB,1
NJADDCA,1
NJADCDD,1
OJBABCA,1
NJCBCAC,1
NJCCBBC,1
NJCCBBA,1
NJCADDC,1
NJCADDD,1
NJCADDB,1
NJCBCCA,1
NJCBCAA,1
NJCBABB,1
NJCBCAB,1
NJCBACD,1
NJCBACB,1
NJCBADA,1
NJCBABC,1
NJCBABA,1
NJABBBD,1
NJABBBB,1
OJCDDDD,1
OJBCABC,1
OJBCCCB,1
OJBCCAD,1
OJBCCAB,1
OJBCCBA,1
OJBCADC,1
OJBCADA,1
OJBCABA,1
OJDCCCC,1
OJBACDC,1
OJBACDA,1
OJBACBC,1
OJBACBD,1
OJBACBB,1
OJBAADD,1
OJBCCCD,1
OJDAAAB,1
OJDAAAD,1
OJDAACB,1
OJDAACD,1
OJDACAB,1
OJDACAD,1
OJDACCB,1
OJDACCD,1
OJDCAAB,1
OJDCAAD,1
OJDCAAC,1
OJDCACA,1
OJDCACC,1
OJDCCAA,1
OJDCCAC,1
OJDCCCA,1
OPCAACD,2
OPCACAB,2
OPCACAD,2
OPCACCB,2
OPCACCA,2
OPCACCC,1
OPCAACB,1
OODBBCD,1
PNCBDBD,1
POCCCBD,1
POCCCBC,1
POCCCBA,1
POCCCAB,1
POCCACC,1
PNDDABC,1
PNDCBBA,1
PNDCBAB,1
PNDACDC,1
PNDACDA,1
PNDACCB,1
PNDACCA,1
PNCBDDB,1
PNCBDBC,1
OODBBCC,1
PNCBDAD,1
PNCBDAC,1
PNCBCBD,1
PNCBCBC,1
PNCBCBA,1
PNCBCAB,1
PNCBCAA,1
PNCADBB,1
PNCADBA,1
PNCADAB,1
PNCADAA,1
PNCACBB,1
PNCACBA,1
POCCCDB,1
POCCDCA,1
POCCDCB,1
POCCDCD,1
OODBADB,1
OODBADA,1
OODBACB,1
OODBACA,1
OODABAD,1
OODABAC,1
OODABAA,1
OOBCDCA,1
OOBCDAC,1
OOBCBAC,1
OOBCABD,1
OOBCABB,1
OOBCABA,1
OOBACCD,1
OOBACCC,1
OOABDBC,1
OOABDAD,1
OOABDAB,1
OOABDAA,1
OOABBCC,1
OOABADD,1
OOABAAD,1
OOABAAC,1
OOABAAA,1
OOAABBB,1
OOAABBA,1
POCCDDC,1
PNCAACC,1
PMACDBC,1
PMACDBA,1
QLCCDCB,1
QLCCDDA,1
QLCCDDB,1
QLCCDDD,1
QLCDCCC,1
PLABBDA,1
PLBACBC,1
PLBACBD,1
PLBADAC,1
PLBADDB,1
PLBBCCA,1
PLBBCCB,1
PLBBCDA,1
PLBBCDB,1
PLBBCDD,1
PLBBDCC,1
PLBBDCD,1
PLBBDDC,1
PLBDBBB,1
PMACAAA,1
PMACAAC,1
PMACAAD,1
PMACABC,1
PMACADA,1
PMACADB,1
PMACADD,1
PMACBCC,1
PMACDAA,1
PMACDAB,1
QLCCDAD,1
QLCCDAA,1
TJDACBC,3
TJDACBA,2
TJDAACD,3
TJABCBB,1
TJDAACB,3
TJDAAAC,3
TJDAAAA,3
TJCBBBB,3
TJADDDD,2
TJADDDB,2
TJADDDA,2
TJADDBC,2
TJADDBA,2
TJADBCD,2
TJADBAC,2
TJADBAA,2
TJABDCC,2
TJABCDD,2
TJABCDB,3
QLCCBCC,1
RKDDDCB,1
QLAACAD,1
QLAACAC,1
QLAACAA,1
QKBBBBD,1
QKBBBBB,1
RKDDDDC,1
RKDDDDA,1
RKDDDAD,1
QLACAAD,1
RKDDDAA,1
QLACAAB,1
QLACABC,1
QLCACBB,1
QLCCADD,1
QLCCADB,1
QLCCABD,1
QLCCABB,1
QLCACDD,1
QLCACDB,1
QLCACBD,1
QLCAADD,1
QLACADA,1
QLCAADB,1
QLCAABD,1
QLACCDD,1
QLACCDB,1
QLACCBD,1
QLACCBC,1
QLACCBA,1
RKAACDC,1
SKCCCCB,1
SJDDBDB,1
RKDADDD,1
RKDADAC,2
RKDACBD,2
UIDACBA,1
UIDACAB,1
UIDAACC,1
UIDACAA,2
UIDACAC,4
UICBDBD,2
UICBDDA,1
UICBDBB,1
UJADDCB,1
UJADCBD,1
UJACACB,1
UJADBDA,1
UIDCDCC,2
UIDABCC,1
UIDADBA,1
UIDADBB,1
UICBADD,1
UICBABD,3
UICBABC,3
UICBADA,3
UICBACB,3
UICABDB,1
UICABBD,2
UICBBCC,5
UICBACD,2
UIBCDBC,3
RKDADDC,1
UJBCDAA,3
TJADBCB,1
TJADBAD,1
UJCDCBD,1
UJBCDAB,2
VJCCABA,3
VJCCAAB,2
VJCCABB,2
VJCDCAC,1
UJABCAC,1
UJABCAA,1
UJABCAB,1
UJABACD,2
UJABACC,1
UJABACA,1
UJABAAC,1
UJABAAA,1
VJCDCCC,1
VJCCDBB,1
VJCDCAA,1
VJCCBDD,1
VJCCBDC,1
VJCCBCD,1
VJCCBCA,1
VJCCADB,1
VJCCABD,1
VJCACCD,1
VJCACDC,1
UJAADBD,1
UJAADDB,1
UJAADDA,1
UJAADDC,1
UJACABB,3
UJAADCD,1
VJCACDA,3
UJACABD,2
SKADACA,1
SKDAABD,1
SKDAABC,1
SKDAABA,1
SKDAAAB,1
SKDAAAA,1
SKBCCCC,1
SKADDDD,1
SKADDDB,1
SKADDAA,1
SJBCBAD,1
SJBCABD,1
SKDABAC,2
RLAADCB,1
RLACBDC,1
RLACBDA,1
RLACBBC,1
RLACBAD,1
RLACBAB,1
RLAADCD,1
RLAADAD,1
RLACDBB,1
RLAADAB,1
RLAABCD,1
RLAABCC,1
RLAABCA,1
RLAABAC,1
RLAABAA,1
RLACDBA,1
RLACDBD,1
SKDABAD,1
RLCBADC,1
RLCBCCA,1
RLCBCCB,1
RLCBCAD,1
RLCBCAC,1
RLCBCAB,1
RLCBCBA,1
RLCBADA,1
RLADCAC,1
RLCBACB,1
RLCBAAD,1
RLCBAAB,1
RLADCCD,1
RLADCCB,1
RLADCCA,1
SLCCDCC,1
SLCCDCA,1
SLCCDAC,1
SKBDCDD,1
SLCAAAA,1
SKDBBBB,1
SKDBBBA,1
SKDBBAA,1
SKBDDCC,1
SKBDCDC,1
SLCCDAD,1
SKDBABA,1
SKDBAAB,1
SKDBAAA,1
SKDABBB,1
SKDABBC,1
SLCAAAC,1
SLCAADA,1
SLCAADB,1
SLCAADD,1
SLCABCC,1
SLCABCD,1
SLCABDC,1
SLCADBA,1
SLCADBC,1
SLCADDA,1
SLCADDC,1
SLCCBBA,1
SLCCBBC,1
SLCCBDA,1
SLCCBCB,1
SLCCBCD,1
SLCCDAB,1
RLCBCCC,2
RLBADCB,4
RLBADCA,2
RLBACDB,1
UIBCDCB,1
UIBCDBD,1
UIBCDDA,2
UIDABBA,2
UIDADAC,4
VLCACDA,2
VLDAAAC,1
VLCBBBD,1
TIBAAAB,1
TJBCDDA,2
TJBDCDB,1
TJBDCDA,1
TJBDCCB,1
TJBDCCA,1
TJBCDDB,1
TJBCDDC,1
TJBCDCD,1
TJBCDCB,1
SNBCCBB,5
SNBCADC,4
SNBCCBA,4
SNBCCBD,3
SNBCADA,2
SNBCACD,2
SNBCCBC,2
SNBCCAD,1
SNBCADD,1
UHDDBBB,4
UHDDBBA,1
UKCCCDA,2
UKCCCDD,1
UKCCDCC,1
UKCCDCA,1
UKCCDCB,1
UKCCDAD,3
UKCCDAC,1
UKCCCBD,1
UKCCCBC,1
UKCCCCB,1
UKCCCCC,1
UKCCCCD,2
UICBBDC,1
UIBDBDA,2
UJABCCD,3
UJACBBB,3
UJAADDD,3
UJABCCC,3
UJABCCB,2
UJADBAA,2
UJABBAB,8
UJACBDC,4
UJACBCD,1
UJACDAB,1
UJACDAA,1
UJACDAC,1
UJACDCA,1
RNCBABB,3
RNCBBCA,2
RNCDAAB,2
RNCBCCD,2
RNCBCCB,2
RNCBCDA,2
RNCBCBC,2
RNCBCBA,2
RNCBADC,2
RNCBADD,2
RNCBADB,2
RNCBBAC,2
RNCBBAA,2
RNCBABD,1
RNADCDC,1
RNADCCB,1
RNADCAC,1
RNCDAAD,1
RNACACD,1
RNACADC,1
