Grid Name,"Min Latitude, Min Longitude","Max Latitude, Max Longitude"
UIBBB,"(37.62019230769231, 126.73076923076923)","(37.65384615384615, 126.76923076923077)"
UJCCC,"(37.38461538461539, 126.76923076923077)","(37.41826923076923, 126.80769230769232)"
UJCCA,"(37.41826923076923, 126.76923076923077)","(37.45192307692308, 126.80769230769232)"
UJCCD,"(37.38461538461539, 126.80769230769232)","(37.41826923076923, 126.84615384615385)"
UJCDA,"(37.41826923076923, 126.84615384615385)","(37.45192307692308, 126.88461538461539)"
UJCDD,"(37.38461538461539, 126.88461538461539)","(37.41826923076923, 126.92307692307693)"
UJDAC,"(37.45192307692308, 126.92307692307693)","(37.48557692307693, 126.96153846153847)"
UJDAD,"(37.45192307692308, 126.96153846153847)","(37.48557692307693, 127.0)"
UJDBC,"(37.45192307692308, 127.0)","(37.48557692307693, 127.03846153846155)"
UJDBD,"(37.45192307692308, 127.03846153846155)","(37.48557692307693, 127.07692307692308)"
UJBDA,"(37.55288461538462, 127.0)","(37.58653846153847, 127.03846153846155)"
UJBBC,"(37.58653846153847, 127.0)","(37.62019230769231, 127.03846153846155)"
UJBBA,"(37.62019230769231, 127.0)","(37.65384615384615, 127.03846153846155)"
UJBBB,"(37.62019230769231, 127.03846153846155)","(37.65384615384615, 127.07692307692308)"
UKCCA,"(37.41826923076923, 127.07692307692308)","(37.45192307692308, 127.11538461538461)"
UKCCB,"(37.41826923076923, 127.11538461538461)","(37.45192307692308, 127.15384615384616)"
UKCAC,"(37.45192307692308, 127.07692307692308)","(37.48557692307693, 127.11538461538461)"
UKCAD,"(37.45192307692308, 127.11538461538461)","(37.48557692307693, 127.15384615384616)"
UKCAB,"(37.48557692307693, 127.11538461538461)","(37.519230769230774, 127.15384615384616)"
UKAAA,"(37.62019230769231, 127.07692307692308)","(37.65384615384615, 127.11538461538461)"
UKADC,"(37.519230769230774, 127.15384615384616)","(37.55288461538462, 127.1923076923077)"
UKADA,"(37.55288461538462, 127.15384615384616)","(37.58653846153847, 127.1923076923077)"
UKADD,"(37.519230769230774, 127.1923076923077)","(37.55288461538462, 127.23076923076923)"
UKDBC,"(37.45192307692308, 127.3076923076923)","(37.48557692307693, 127.34615384615384)"
UKDBA,"(37.48557692307693, 127.3076923076923)","(37.519230769230774, 127.34615384615384)"
UKDBD,"(37.45192307692308, 127.34615384615384)","(37.48557692307693, 127.38461538461539)"
UKBCD,"(37.519230769230774, 127.26923076923077)","(37.55288461538462, 127.3076923076923)"
UKBAC,"(37.58653846153847, 127.23076923076923)","(37.62019230769231, 127.26923076923077)"
UKBAA,"(37.62019230769231, 127.23076923076923)","(37.65384615384615, 127.26923076923077)"
UKBAD,"(37.58653846153847, 127.26923076923077)","(37.62019230769231, 127.3076923076923)"
UKBDB,"(37.55288461538462, 127.34615384615384)","(37.58653846153847, 127.38461538461539)"
UKBBC,"(37.58653846153847, 127.3076923076923)","(37.62019230769231, 127.34615384615384)"
UKBBD,"(37.58653846153847, 127.34615384615384)","(37.62019230769231, 127.38461538461539)"
UKBBB,"(37.62019230769231, 127.34615384615384)","(37.65384615384615, 127.38461538461539)"
ULCAC,"(37.45192307692308, 127.38461538461539)","(37.48557692307693, 127.42307692307693)"
ULCAD,"(37.45192307692308, 127.42307692307693)","(37.48557692307693, 127.46153846153847)"
ULCBB,"(37.48557692307693, 127.5)","(37.519230769230774, 127.53846153846155)"
ULACA,"(37.55288461538462, 127.38461538461539)","(37.58653846153847, 127.42307692307693)"
ULACD,"(37.519230769230774, 127.42307692307693)","(37.55288461538462, 127.46153846153847)"
ULACB,"(37.55288461538462, 127.42307692307693)","(37.58653846153847, 127.46153846153847)"
ULDAA,"(37.48557692307693, 127.53846153846155)","(37.519230769230774, 127.57692307692308)"
ULDDC,"(37.38461538461539, 127.61538461538461)","(37.41826923076923, 127.65384615384616)"
ULDDA,"(37.41826923076923, 127.61538461538461)","(37.45192307692308, 127.65384615384616)"
ULDDD,"(37.38461538461539, 127.65384615384616)","(37.41826923076923, 127.6923076923077)"
ULDBA,"(37.48557692307693, 127.61538461538461)","(37.519230769230774, 127.65384615384616)"
ULDBB,"(37.48557692307693, 127.65384615384616)","(37.519230769230774, 127.6923076923077)"
ULBBC,"(37.58653846153847, 127.61538461538461)","(37.62019230769231, 127.65384615384616)"
ULBBA,"(37.62019230769231, 127.61538461538461)","(37.65384615384615, 127.65384615384616)"
ULBBD,"(37.58653846153847, 127.65384615384616)","(37.62019230769231, 127.6923076923077)"
UMCCC,"(37.38461538461539, 127.6923076923077)","(37.41826923076923, 127.73076923076923)"
VJCCC,"(37.65384615384615, 126.76923076923077)","(37.6875, 126.80769230769232)"
VJCAA,"(37.754807692307686, 126.76923076923077)","(37.78846153846153, 126.80769230769232)"
VJCAD,"(37.72115384615384, 126.80769230769232)","(37.754807692307686, 126.84615384615385)"
VJCAB,"(37.754807692307686, 126.80769230769232)","(37.78846153846153, 126.84615384615385)"
VJCDA,"(37.6875, 126.84615384615385)","(37.72115384615384, 126.88461538461539)"
VJCDB,"(37.6875, 126.88461538461539)","(37.72115384615384, 126.92307692307693)"
VJDCD,"(37.65384615384615, 126.96153846153847)","(37.6875, 127.0)"
VJDAC,"(37.72115384615384, 126.92307692307693)","(37.754807692307686, 126.96153846153847)"
VJDAA,"(37.754807692307686, 126.92307692307693)","(37.78846153846153, 126.96153846153847)"
VJDAB,"(37.754807692307686, 126.96153846153847)","(37.78846153846153, 127.0)"
VJDDC,"(37.65384615384615, 127.0)","(37.6875, 127.03846153846155)"
VJDDD,"(37.65384615384615, 127.03846153846155)","(37.6875, 127.07692307692308)"
VKCCA,"(37.6875, 127.07692307692308)","(37.72115384615384, 127.11538461538461)"
VKCCB,"(37.6875, 127.11538461538461)","(37.72115384615384, 127.15384615384616)"
VKCDC,"(37.65384615384615, 127.15384615384616)","(37.6875, 127.1923076923077)"
VKCDA,"(37.6875, 127.15384615384616)","(37.72115384615384, 127.1923076923077)"
VKCDB,"(37.6875, 127.1923076923077)","(37.72115384615384, 127.23076923076923)"
VKDCA,"(37.6875, 127.23076923076923)","(37.72115384615384, 127.26923076923077)"
VKDCD,"(37.65384615384615, 127.26923076923077)","(37.6875, 127.3076923076923)"
VKDCB,"(37.6875, 127.26923076923077)","(37.72115384615384, 127.3076923076923)"
VKDDA,"(37.6875, 127.3076923076923)","(37.72115384615384, 127.34615384615384)"
VLCCC,"(37.65384615384615, 127.38461538461539)","(37.6875, 127.42307692307693)"
VLCCD,"(37.65384615384615, 127.42307692307693)","(37.6875, 127.46153846153847)"
VLCAA,"(37.754807692307686, 127.38461538461539)","(37.78846153846153, 127.42307692307693)"
VLCAB,"(37.754807692307686, 127.42307692307693)","(37.78846153846153, 127.46153846153847)"
VLCDB,"(37.6875, 127.5)","(37.72115384615384, 127.53846153846155)"
VLCBC,"(37.72115384615384, 127.46153846153847)","(37.754807692307686, 127.5)"
VLCBA,"(37.754807692307686, 127.46153846153847)","(37.78846153846153, 127.5)"
VLCBD,"(37.72115384615384, 127.5)","(37.754807692307686, 127.53846153846155)"
VLDCC,"(37.65384615384615, 127.53846153846155)","(37.6875, 127.57692307692308)"
VLDCD,"(37.65384615384615, 127.57692307692308)","(37.6875, 127.61538461538461)"
VLDCB,"(37.6875, 127.57692307692308)","(37.72115384615384, 127.61538461538461)"
VLDAC,"(37.72115384615384, 127.53846153846155)","(37.754807692307686, 127.57692307692308)"
VLDAB,"(37.754807692307686, 127.57692307692308)","(37.78846153846153, 127.61538461538461)"
VLDDC,"(37.65384615384615, 127.61538461538461)","(37.6875, 127.65384615384616)"
VLDDA,"(37.6875, 127.61538461538461)","(37.72115384615384, 127.65384615384616)"
VLDDB,"(37.6875, 127.65384615384616)","(37.72115384615384, 127.6923076923077)"
VLDBA,"(37.754807692307686, 127.61538461538461)","(37.78846153846153, 127.65384615384616)"
VLDBB,"(37.754807692307686, 127.65384615384616)","(37.78846153846153, 127.6923076923077)"
VMCCD,"(37.65384615384615, 127.73076923076923)","(37.6875, 127.76923076923077)"
VMCCB,"(37.6875, 127.73076923076923)","(37.72115384615384, 127.76923076923077)"
VMCAA,"(37.754807692307686, 127.6923076923077)","(37.78846153846153, 127.73076923076923)"
VMCDC,"(37.65384615384615, 127.76923076923077)","(37.6875, 127.8076923076923)"
VMCDA,"(37.6875, 127.76923076923077)","(37.72115384615384, 127.8076923076923)"
VMCDD,"(37.65384615384615, 127.8076923076923)","(37.6875, 127.84615384615384)"
VMDCC,"(37.65384615384615, 127.84615384615384)","(37.6875, 127.88461538461539)"
VMDCD,"(37.65384615384615, 127.88461538461539)","(37.6875, 127.92307692307692)"
VMDCB,"(37.6875, 127.88461538461539)","(37.72115384615384, 127.92307692307692)"
LJACBA,"(35.14663461538461, 126.80769230769232)","(35.16346153846154, 126.8269230769231)"
LJACBD,"(35.12980769230769, 126.8269230769231)","(35.14663461538461, 126.84615384615385)"
LJACBB,"(35.14663461538461, 126.8269230769231)","(35.16346153846154, 126.84615384615385)"
MIDDDC,"(35.23076923076923, 126.73076923076923)","(35.24759615384616, 126.75)"
MIDDDA,"(35.24759615384616, 126.73076923076923)","(35.26442307692308, 126.75)"
MIDDDB,"(35.24759615384616, 126.75)","(35.26442307692308, 126.76923076923077)"
MJACCA,"(35.38221153846153, 126.76923076923077)","(35.39903846153846, 126.78846153846155)"
MJACCD,"(35.36538461538461, 126.78846153846155)","(35.38221153846153, 126.80769230769232)"
MJACCB,"(35.38221153846153, 126.78846153846155)","(35.39903846153846, 126.80769230769232)"
NJCCBD,"(35.53365384615385, 126.8269230769231)","(35.550480769230774, 126.84615384615385)"
NJCADC,"(35.56730769230769, 126.80769230769232)","(35.58413461538461, 126.8269230769231)"
NJCADA,"(35.58413461538461, 126.80769230769232)","(35.60096153846154, 126.8269230769231)"
NJCADB,"(35.58413461538461, 126.8269230769231)","(35.60096153846154, 126.84615384615385)"
NJCBCD,"(35.56730769230769, 126.86538461538461)","(35.58413461538461, 126.88461538461539)"
NJCBCB,"(35.58413461538461, 126.86538461538461)","(35.60096153846154, 126.88461538461539)"
NJCBAA,"(35.61778846153847, 126.84615384615385)","(35.63461538461539, 126.86538461538461)"
NJADCC,"(35.63461538461539, 126.84615384615385)","(35.65144230769231, 126.86538461538461)"
NJADCA,"(35.65144230769231, 126.84615384615385)","(35.66826923076923, 126.86538461538461)"
NJADCB,"(35.65144230769231, 126.86538461538461)","(35.66826923076923, 126.88461538461539)"
NJADDD,"(35.63461538461539, 126.90384615384616)","(35.65144230769231, 126.92307692307693)"
NJADDB,"(35.65144230769231, 126.90384615384616)","(35.66826923076923, 126.92307692307693)"
NJADBD,"(35.66826923076923, 126.90384615384616)","(35.68509615384616, 126.92307692307693)"
NJABDC,"(35.70192307692308, 126.88461538461539)","(35.71875, 126.90384615384616)"
NJABDA,"(35.71875, 126.88461538461539)","(35.73557692307692, 126.90384615384616)"
NJABBC,"(35.73557692307692, 126.88461538461539)","(35.75240384615384, 126.90384615384616)"
NJABBA,"(35.75240384615384, 126.88461538461539)","(35.76923076923077, 126.90384615384616)"
OJCDDC,"(35.76923076923077, 126.88461538461539)","(35.78605769230769, 126.90384615384616)"
OJCDDA,"(35.78605769230769, 126.88461538461539)","(35.80288461538461, 126.90384615384616)"
OJCDDB,"(35.78605769230769, 126.90384615384616)","(35.80288461538461, 126.92307692307693)"
OJDCCD,"(35.76923076923077, 126.94230769230771)","(35.78605769230769, 126.96153846153847)"
OJDCCB,"(35.78605769230769, 126.94230769230771)","(35.80288461538461, 126.96153846153847)"
OJDCAD,"(35.80288461538461, 126.94230769230771)","(35.81971153846153, 126.96153846153847)"
OJDCAB,"(35.81971153846153, 126.94230769230771)","(35.83653846153846, 126.96153846153847)"
OJDACD,"(35.83653846153846, 126.94230769230771)","(35.85336538461539, 126.96153846153847)"
OJDACB,"(35.85336538461539, 126.94230769230771)","(35.87019230769231, 126.96153846153847)"
OJDAAD,"(35.87019230769231, 126.94230769230771)","(35.887019230769226, 126.96153846153847)"
OJDAAB,"(35.887019230769226, 126.94230769230771)","(35.90384615384615, 126.96153846153847)"
OJBCCD,"(35.90384615384615, 126.94230769230771)","(35.92067307692308, 126.96153846153847)"
OJBCAC,"(35.9375, 126.92307692307693)","(35.95432692307692, 126.94230769230771)"
OJBCAA,"(35.95432692307692, 126.92307692307693)","(35.97115384615385, 126.94230769230771)"
OJBACC,"(35.97115384615385, 126.92307692307693)","(35.987980769230774, 126.94230769230771)"
OJBACA,"(35.987980769230774, 126.92307692307693)","(36.00480769230769, 126.94230769230771)"
OJBAAC,"(36.00480769230769, 126.92307692307693)","(36.02163461538461, 126.94230769230771)"
OJBAAA,"(36.02163461538461, 126.92307692307693)","(36.03846153846154, 126.94230769230771)"
OJBAAB,"(36.02163461538461, 126.94230769230771)","(36.03846153846154, 126.96153846153847)"
OJBABD,"(36.00480769230769, 126.98076923076923)","(36.02163461538461, 127.0)"
OJBABB,"(36.02163461538461, 126.98076923076923)","(36.03846153846154, 127.0)"
OOAABC,"(36.00480769230769, 128.34615384615387)","(36.02163461538461, 128.36538461538464)"
OOAABA,"(36.02163461538461, 128.34615384615387)","(36.03846153846154, 128.36538461538464)"
OOAABD,"(36.00480769230769, 128.36538461538464)","(36.02163461538461, 128.3846153846154)"
OOABAC,"(36.00480769230769, 128.3846153846154)","(36.02163461538461, 128.40384615384613)"
OOABAB,"(36.02163461538461, 128.40384615384613)","(36.03846153846154, 128.4230769230769)"
OOABDC,"(35.97115384615385, 128.4230769230769)","(35.987980769230774, 128.44230769230768)"
OOABDD,"(35.97115384615385, 128.44230769230768)","(35.987980769230774, 128.46153846153845)"
OOABBA,"(36.02163461538461, 128.4230769230769)","(36.03846153846154, 128.44230769230768)"
OOABBD,"(36.00480769230769, 128.44230769230768)","(36.02163461538461, 128.46153846153845)"
OOABBB,"(36.02163461538461, 128.44230769230768)","(36.03846153846154, 128.46153846153845)"
OODABC,"(35.87019230769231, 128.5)","(35.887019230769226, 128.51923076923077)"
OODABD,"(35.87019230769231, 128.51923076923077)","(35.887019230769226, 128.53846153846155)"
OODABB,"(35.887019230769226, 128.51923076923077)","(35.90384615384615, 128.53846153846155)"
OODBAA,"(35.887019230769226, 128.53846153846155)","(35.90384615384615, 128.55769230769232)"
OODBAB,"(35.887019230769226, 128.55769230769232)","(35.90384615384615, 128.5769230769231)"
OODBBA,"(35.887019230769226, 128.5769230769231)","(35.90384615384615, 128.59615384615387)"
OODBBD,"(35.87019230769231, 128.59615384615387)","(35.887019230769226, 128.6153846153846)"
OODBBB,"(35.887019230769226, 128.59615384615387)","(35.90384615384615, 128.6153846153846)"
OOBCAC,"(35.9375, 128.46153846153845)","(35.95432692307692, 128.48076923076923)"
OOBCAA,"(35.95432692307692, 128.46153846153845)","(35.97115384615385, 128.48076923076923)"
OOBCAD,"(35.9375, 128.48076923076923)","(35.95432692307692, 128.5)"
OOBCDD,"(35.90384615384615, 128.51923076923077)","(35.92067307692308, 128.53846153846155)"
OOBCDB,"(35.92067307692308, 128.51923076923077)","(35.9375, 128.53846153846155)"
OOBCBC,"(35.9375, 128.5)","(35.95432692307692, 128.51923076923077)"
OOBCBD,"(35.9375, 128.51923076923077)","(35.95432692307692, 128.53846153846155)"
OOBCBB,"(35.95432692307692, 128.51923076923077)","(35.97115384615385, 128.53846153846155)"
OOBACA,"(35.987980769230774, 128.46153846153845)","(36.00480769230769, 128.48076923076923)"
OOBACD,"(35.97115384615385, 128.48076923076923)","(35.987980769230774, 128.5)"
OOBACB,"(35.987980769230774, 128.48076923076923)","(36.00480769230769, 128.5)"
OPCACD,"(35.83653846153846, 128.63461538461536)","(35.85336538461539, 128.65384615384613)"
OPCACB,"(35.85336538461539, 128.63461538461536)","(35.87019230769231, 128.65384615384613)"
OPCAAA,"(35.887019230769226, 128.6153846153846)","(35.90384615384615, 128.63461538461536)"
OPCAAD,"(35.87019230769231, 128.63461538461536)","(35.887019230769226, 128.65384615384613)"
OPCAAB,"(35.887019230769226, 128.63461538461536)","(35.90384615384615, 128.65384615384613)"
OQDDBC,"(35.80288461538461, 129.19230769230768)","(35.81971153846153, 129.21153846153845)"
OQDDBA,"(35.81971153846153, 129.19230769230768)","(35.83653846153846, 129.21153846153845)"
OQDDBD,"(35.80288461538461, 129.21153846153845)","(35.81971153846153, 129.23076923076923)"
OQDBDA,"(35.85336538461539, 129.19230769230768)","(35.87019230769231, 129.21153846153845)"
OQDBDB,"(35.85336538461539, 129.21153846153845)","(35.87019230769231, 129.23076923076923)"
ORCCAB,"(35.81971153846153, 129.25)","(35.83653846153846, 129.26923076923077)"
ORCCDA,"(35.78605769230769, 129.26923076923077)","(35.80288461538461, 129.28846153846155)"
ORCCDD,"(35.76923076923077, 129.28846153846155)","(35.78605769230769, 129.30769230769232)"
ORCCDB,"(35.78605769230769, 129.28846153846155)","(35.80288461538461, 129.30769230769232)"
ORCCBC,"(35.80288461538461, 129.26923076923077)","(35.81971153846153, 129.28846153846155)"
ORCACC,"(35.83653846153846, 129.23076923076923)","(35.85336538461539, 129.25)"
ORCACA,"(35.85336538461539, 129.23076923076923)","(35.87019230769231, 129.25)"
ORCADA,"(35.85336538461539, 129.26923076923077)","(35.87019230769231, 129.28846153846155)"
ORCADD,"(35.83653846153846, 129.28846153846155)","(35.85336538461539, 129.30769230769232)"
ORCADB,"(35.85336538461539, 129.28846153846155)","(35.87019230769231, 129.30769230769232)"
ORCDCC,"(35.76923076923077, 129.30769230769232)","(35.78605769230769, 129.3269230769231)"
ORCDCD,"(35.76923076923077, 129.3269230769231)","(35.78605769230769, 129.34615384615387)"
ORCDCB,"(35.78605769230769, 129.3269230769231)","(35.80288461538461, 129.34615384615387)"
ORCDAA,"(35.81971153846153, 129.30769230769232)","(35.83653846153846, 129.3269230769231)"
ORCDAD,"(35.80288461538461, 129.3269230769231)","(35.81971153846153, 129.34615384615387)"
ORCDAB,"(35.81971153846153, 129.3269230769231)","(35.83653846153846, 129.34615384615387)"
PJDCDA,"(36.05528846153847, 126.96153846153847)","(36.07211538461539, 126.98076923076923)"
PJDDAD,"(36.07211538461539, 127.01923076923077)","(36.08894230769231, 127.03846153846155)"
PJDBCC,"(36.105769230769226, 127.0)","(36.122596153846146, 127.01923076923077)"
PJDBCA,"(36.122596153846146, 127.0)","(36.13942307692307, 127.01923076923077)"
PJDBAC,"(36.13942307692307, 127.0)","(36.15625, 127.01923076923077)"
PJDBAA,"(36.15625, 127.0)","(36.17307692307692, 127.01923076923077)"
PJDBBC,"(36.13942307692307, 127.03846153846155)","(36.15625, 127.05769230769232)"
PJDBBD,"(36.13942307692307, 127.05769230769232)","(36.15625, 127.07692307692308)"
PJDBBB,"(36.15625, 127.05769230769232)","(36.17307692307692, 127.07692307692308)"
PJBDDD,"(36.17307692307692, 127.05769230769232)","(36.18990384615384, 127.07692307692308)"
PJBDDB,"(36.18990384615384, 127.05769230769232)","(36.20673076923077, 127.07692307692308)"
PJBDBD,"(36.20673076923077, 127.05769230769232)","(36.22355769230769, 127.07692307692308)"
PJBBDC,"(36.24038461538461, 127.03846153846155)","(36.25721153846153, 127.05769230769232)"
PJBBDA,"(36.25721153846153, 127.03846153846155)","(36.27403846153846, 127.05769230769232)"
PJBBBC,"(36.27403846153846, 127.03846153846155)","(36.29086538461539, 127.05769230769232)"
PJBBBA,"(36.29086538461539, 127.03846153846155)","(36.30769230769231, 127.05769230769232)"
PJBBBB,"(36.29086538461539, 127.05769230769232)","(36.30769230769231, 127.07692307692308)"
PKAAAD,"(36.27403846153846, 127.09615384615384)","(36.29086538461539, 127.11538461538461)"
PKAAAB,"(36.29086538461539, 127.09615384615384)","(36.30769230769231, 127.11538461538461)"
PLABBC,"(36.27403846153846, 127.5)","(36.29086538461539, 127.51923076923077)"
PLABBA,"(36.29086538461539, 127.5)","(36.30769230769231, 127.51923076923077)"
PLABBB,"(36.29086538461539, 127.51923076923077)","(36.30769230769231, 127.53846153846155)"
PLBACC,"(36.24038461538461, 127.53846153846155)","(36.25721153846153, 127.55769230769232)"
PLBACA,"(36.25721153846153, 127.53846153846155)","(36.27403846153846, 127.55769230769232)"
PLBACD,"(36.24038461538461, 127.55769230769232)","(36.25721153846153, 127.57692307692308)"
PLBADC,"(36.24038461538461, 127.57692307692308)","(36.25721153846153, 127.59615384615384)"
PLBADB,"(36.25721153846153, 127.59615384615384)","(36.27403846153846, 127.61538461538461)"
PLBDBC,"(36.20673076923077, 127.65384615384616)","(36.22355769230769, 127.67307692307693)"
PLBDBA,"(36.22355769230769, 127.65384615384616)","(36.24038461538461, 127.67307692307693)"
PLBDBD,"(36.20673076923077, 127.67307692307693)","(36.22355769230769, 127.6923076923077)"
PLBBCA,"(36.25721153846153, 127.61538461538461)","(36.27403846153846, 127.63461538461539)"
PLBBCB,"(36.25721153846153, 127.63461538461539)","(36.27403846153846, 127.65384615384616)"
PLBBDA,"(36.25721153846153, 127.65384615384616)","(36.27403846153846, 127.67307692307693)"
PLBBDB,"(36.25721153846153, 127.67307692307693)","(36.27403846153846, 127.6923076923077)"
PMACAC,"(36.20673076923077, 127.6923076923077)","(36.22355769230769, 127.71153846153845)"
PMACDC,"(36.17307692307692, 127.73076923076923)","(36.18990384615384, 127.75)"
PMACDD,"(36.17307692307692, 127.75)","(36.18990384615384, 127.76923076923077)"
PMACBA,"(36.22355769230769, 127.73076923076923)","(36.24038461538461, 127.75)"
PMACBD,"(36.20673076923077, 127.75)","(36.22355769230769, 127.76923076923077)"
PMACBB,"(36.22355769230769, 127.75)","(36.24038461538461, 127.76923076923077)"
PNCACC,"(36.105769230769226, 128.0)","(36.122596153846146, 128.01923076923077)"
PNCACA,"(36.122596153846146, 128.0)","(36.13942307692307, 128.01923076923077)"
PNCACD,"(36.105769230769226, 128.01923076923077)","(36.122596153846146, 128.03846153846155)"
PNCAAA,"(36.15625, 128.0)","(36.17307692307692, 128.01923076923077)"
PNCAAD,"(36.13942307692307, 128.01923076923077)","(36.15625, 128.03846153846155)"
PNCAAB,"(36.15625, 128.01923076923077)","(36.17307692307692, 128.03846153846155)"
PNCADC,"(36.105769230769226, 128.03846153846155)","(36.122596153846146, 128.05769230769232)"
PNCADD,"(36.105769230769226, 128.05769230769232)","(36.122596153846146, 128.0769230769231)"
PNCBCC,"(36.105769230769226, 128.0769230769231)","(36.122596153846146, 128.09615384615387)"
PNCBCD,"(36.105769230769226, 128.09615384615387)","(36.122596153846146, 128.11538461538464)"
PNCBDC,"(36.105769230769226, 128.11538461538464)","(36.122596153846146, 128.13461538461542)"
PNDCBC,"(36.07211538461539, 128.19230769230768)","(36.08894230769231, 128.21153846153845)"
PNDCBD,"(36.07211538461539, 128.21153846153845)","(36.08894230769231, 128.23076923076923)"
PNDACA,"(36.122596153846146, 128.15384615384616)","(36.13942307692307, 128.1730769230769)"
PNDACB,"(36.122596153846146, 128.1730769230769)","(36.13942307692307, 128.19230769230768)"
PNDDAC,"(36.07211538461539, 128.23076923076923)","(36.08894230769231, 128.25)"
PNDDAA,"(36.08894230769231, 128.23076923076923)","(36.105769230769226, 128.25)"
PNDDAD,"(36.07211538461539, 128.25)","(36.08894230769231, 128.26923076923077)"
POCCCC,"(36.03846153846154, 128.30769230769232)","(36.05528846153847, 128.3269230769231)"
POCCAA,"(36.08894230769231, 128.30769230769232)","(36.105769230769226, 128.3269230769231)"
POCCAD,"(36.07211538461539, 128.3269230769231)","(36.08894230769231, 128.34615384615387)"
POCCAB,"(36.08894230769231, 128.3269230769231)","(36.105769230769226, 128.34615384615387)"
POCCDA,"(36.05528846153847, 128.34615384615387)","(36.07211538461539, 128.36538461538464)"
POCCDB,"(36.05528846153847, 128.36538461538464)","(36.07211538461539, 128.3846153846154)"
QKCCCD,"(36.30769230769231, 127.09615384615384)","(36.324519230769226, 127.11538461538461)"
QKCCAC,"(36.34134615384615, 127.07692307692308)","(36.35817307692308, 127.09615384615384)"
QKCCAA,"(36.35817307692308, 127.07692307692308)","(36.375, 127.09615384615384)"
QKCCBC,"(36.34134615384615, 127.11538461538461)","(36.35817307692308, 127.13461538461539)"
QKCCBD,"(36.34134615384615, 127.13461538461539)","(36.35817307692308, 127.15384615384616)"
QKCCBB,"(36.35817307692308, 127.13461538461539)","(36.375, 127.15384615384616)"
QKCADC,"(36.375, 127.11538461538461)","(36.39182692307692, 127.13461538461539)"
QKCADA,"(36.39182692307692, 127.11538461538461)","(36.40865384615385, 127.13461538461539)"
QKCADB,"(36.39182692307692, 127.13461538461539)","(36.40865384615385, 127.15384615384616)"
QKCBBC,"(36.40865384615385, 127.1923076923077)","(36.425480769230774, 127.21153846153845)"
QKCBBA,"(36.425480769230774, 127.1923076923077)","(36.44230769230769, 127.21153846153845)"
QKCBBB,"(36.425480769230774, 127.21153846153845)","(36.44230769230769, 127.23076923076923)"
QKBCAC,"(36.47596153846154, 127.23076923076923)","(36.49278846153847, 127.25)"
QKBCAA,"(36.49278846153847, 127.23076923076923)","(36.50961538461539, 127.25)"
QKBCAD,"(36.47596153846154, 127.25)","(36.49278846153847, 127.26923076923077)"
QKBCDD,"(36.44230769230769, 127.28846153846155)","(36.45913461538461, 127.3076923076923)"
QKBCDB,"(36.45913461538461, 127.28846153846155)","(36.47596153846154, 127.3076923076923)"
QKBACC,"(36.50961538461539, 127.23076923076923)","(36.52644230769231, 127.25)"
QKBACA,"(36.52644230769231, 127.23076923076923)","(36.54326923076923, 127.25)"
QKBADC,"(36.50961538461539, 127.26923076923077)","(36.52644230769231, 127.28846153846155)"
QKBADD,"(36.50961538461539, 127.28846153846155)","(36.52644230769231, 127.3076923076923)"
QKBABC,"(36.54326923076923, 127.26923076923077)","(36.56009615384616, 127.28846153846155)"
QKBABA,"(36.56009615384616, 127.26923076923077)","(36.57692307692308, 127.28846153846155)"
QKBDAA,"(36.49278846153847, 127.3076923076923)","(36.50961538461539, 127.32692307692307)"
QKBBAC,"(36.54326923076923, 127.3076923076923)","(36.56009615384616, 127.32692307692307)"
QKBBAD,"(36.54326923076923, 127.32692307692307)","(36.56009615384616, 127.34615384615384)"
QKBBAB,"(36.56009615384616, 127.32692307692307)","(36.57692307692308, 127.34615384615384)"
QKBBDA,"(36.52644230769231, 127.34615384615384)","(36.54326923076923, 127.36538461538461)"
QKBBDD,"(36.50961538461539, 127.36538461538461)","(36.52644230769231, 127.38461538461539)"
QKBBDB,"(36.52644230769231, 127.36538461538461)","(36.54326923076923, 127.38461538461539)"
QKBBBD,"(36.54326923076923, 127.36538461538461)","(36.56009615384616, 127.38461538461539)"
QLCCAC,"(36.34134615384615, 127.38461538461539)","(36.35817307692308, 127.40384615384616)"
QLCCAA,"(36.35817307692308, 127.38461538461539)","(36.375, 127.40384615384616)"
QLCCDB,"(36.324519230769226, 127.44230769230771)","(36.34134615384615, 127.46153846153847)"
QLCCBA,"(36.35817307692308, 127.42307692307693)","(36.375, 127.44230769230771)"
QLCCBD,"(36.34134615384615, 127.44230769230771)","(36.35817307692308, 127.46153846153847)"
QLCCBB,"(36.35817307692308, 127.44230769230771)","(36.375, 127.46153846153847)"
QLCACC,"(36.375, 127.38461538461539)","(36.39182692307692, 127.40384615384616)"
QLCACA,"(36.39182692307692, 127.38461538461539)","(36.40865384615385, 127.40384615384616)"
QLCAAC,"(36.40865384615385, 127.38461538461539)","(36.425480769230774, 127.40384615384616)"
QLCAAA,"(36.425480769230774, 127.38461538461539)","(36.44230769230769, 127.40384615384616)"
QLCDCA,"(36.324519230769226, 127.46153846153847)","(36.34134615384615, 127.48076923076923)"
QLCDCD,"(36.30769230769231, 127.48076923076923)","(36.324519230769226, 127.5)"
QLCDCB,"(36.324519230769226, 127.48076923076923)","(36.34134615384615, 127.5)"
QLACCC,"(36.44230769230769, 127.38461538461539)","(36.45913461538461, 127.40384615384616)"
