Label,Frequency
UKCCCDA,8
UKCCCDC,9
TKAAABA,9
TKAAABC,9
TKCACCB,3
TKCACDC,3
SJBCABB,2
SJBDBDA,2
SKACBBC,3
SKACBAD,2
SKACBAC,2
SKACABD,2
SKACABC,2
SKACAAD,2
SKACAAC,2
SKACACA,2
SJBDBDB,2
SJBDBCB,2
TKCCABA,3
SJBDBCA,2
SJBDADB,2
SJBDADA,2
SJBDACB,2
SJBDACA,2
SJBCBDB,2
SJBCBDA,2
SJBCBCB,2
SJBCBAC,2
SKACBBA,3
SKAADDC,3
SKAADDA,3
SKAADBC,3
TKCCAAB,3
TKCCAAD,3
TKCCACB,3
TKCCACD,2
TKCCACC,3
TKCCCAA,3
TKCCCAC,3
TKCCCAD,3
TKCCCCB,3
TKCCCDA,3
TKCCCDC,3
TKCCCDD,3
SKAAABB,3
SKAABAC,3
SKAABCA,3
SKAABCC,3
SKAABCD,3
SKAADAB,5
SKAADAD,3
UKCADBD,11
UJBDDBD,4
UJBDDDB,3
UJDBBBB,22
UJDBBBD,24
UKCAADA,19
UKCAADD,24
UKCADAA,24
UKCADAC,24
UKCADAD,18
UKCADBC,10
UKACCAA,6
UKCCBBB,7
UKCDAAA,39
UKCDAAC,12
UKACCBC,11
UKACCAD,7
UKACCCB,10
UKACCDA,11
UKCAAAD,1
UKACCCA,4
UKACCCD,1
UKCAABA,3
UKCAAAB,1
UJBBBAA,20
UKACCAB,1
UKBBAAC,4
UKBABBD,3
UKCCBAD,9
VKDDDBC,2
VLCCAAB,2
VLCCAAD,2
VLCCAAC,2
VLCCACA,2
VKDDBDB,2
VKDDBDD,2
VKDDDBB,2
VKDDDBD,2
VKDDDDA,2
UKCCBAB,15
VKDDDDC,2
VKDDDCD,2
VKDDDCC,2
VKDDCDD,2
UKBBABB,2
UKBBABA,2
UKBABBC,1
VLCCABA,1
VLCACDC,2
VLCACDA,2
VLCBAAA,2
VLADDAD,2
VLADDAB,2
VLADDAA,2
VLADCBD,2
VLADCDB,2
VLADCDA,2
VLADCCD,2
VLADCCC,2
VLCBAAC,2
VLCACDB,2
VLCABBD,2
VLCABBC,2
VLCABDA,2
VLCABCD,2
VLCADAB,2
VLCADAA,2
VLCADAC,2
VLCACBD,2
UKBBACA,3
UKBABDB,2
UKBABDA,2
UKCABBB,7
UKADCDB,7
UKADDCA,7
UKADDCC,7
UKADCDD,7
UKCBABB,7
UKCBABA,7
UKCBAAB,7
UKCBAAA,8
UKCABBD,9
UKADCBC,7
UKCABBC,8
UKCABDA,7
UKCABDC,7
UKCADBA,8
UKCADAB,8
UKCADCB,21
UKCADCD,14
UKADCBD,7
UKADCBA,8
UKBABCB,2
UKABDDA,2
UKBABCD,2
UKBADAA,2
UKBACBD,2
UKBACBC,2
UKBACDA,2
UKBACCB,2
UKBACCA,2
UKABDDB,2
UKABDCD,2
UKADADC,8
UKABDCC,2
UKADBAA,2
UKADABB,2
UKADABA,2
UKADABC,2
UKADAAD,9
UKADACB,8
UKADADA,8
VLADDBC,4
VLADDDA,5
VLADDDC,7
VLCBBBA,1
UKBBAAB,1
UKCCBAA,12
UKCCBAC,12
UKBABCC,1
UKADAAC,7
UKCDAAB,48
UKCCDBC,11
UKCCDBB,14
UKCCDBA,17
UKCCDBD,2
VPCCCCA,3
UOADABA,6
UOABCDC,7
UOABCDD,6
UOABCDB,4
UOABDCA,4
UOABDAC,4
UOABDAD,4
UOABDBC,4
UOABDBD,4
UOBACAC,4
UOBACAA,4
UOBAACC,4
UOBAACD,4
UOBAADC,3
UOBAADA,4
UOBAADB,4
UOBAABD,4
UOBABAC,4
UOBABBB,4
UOBBAAA,4
UOBBAAB,4
UOBBABA,4
VODDCDD,3
VODDDCC,3
VODDDCD,2
VODDDCB,3
VODDDDA,3
UOADAAB,4
UOADAAD,4
UOACBDB,4
UNDBABA,4
UNDACAB,4
UNDAADC,4
UNDAADD,4
UNDABCC,4
UNDABCD,4
UNDABCB,4
UNDABDA,4
UNDABDB,4
UNDBACA,4
UNDBAAC,4
UNDBAAD,4
UNDBAAB,4
UNBDCDC,4
UOACBDD,4
UNBDCDD,4
UNBDDCC,4
UNBDDCD,4
UNBDDCB,4
UNBDDDA,2
UOACCAB,3
UOACACD,4
UOACADC,4
UOACADD,4
UOACBCA,4
UOACBCB,4
UOACBDC,4
VODDDDB,3
VPCCCAC,3
UNDACAC,4
VPCCCAD,3
VPDAADD,2
VPDABCC,2
VPDABCA,2
VPDABCB,2
VPDABAD,2
VPDABBC,2
VPDABDA,1
VPDABDD,1
VPDADBB,1
VPDBCAA,1
VPDBCAC,1
VPDBCCA,1
VPDBCCB,1
VPDBCAD,1
VPDBCBC,1
VPDBCBA,1
VPDBCBB,1
VPDBDAC,1
VPDBDAD,1
VPDBDBC,1
VPDBDBD,1
VPDBDBB,1
VPDBBDD,1
VQCAACC,1
VQCAACD,1
VQCAACB,1
VQCAADA,3
VPDAADC,2
VPDACBA,2
VPDACBC,2
VPCDDCA,1
VPCCCBC,3
VPCCCBD,3
VPCCCBB,2
VPCCDAA,3
VPCCDAB,3
VPCCDBA,3
VPCCDBD,3
VPCDCAC,3
VPCDCAB,3
VPCDCBC,2
VPCDCBD,2
VPCDCDB,2
VPCDDDA,2
VPDACAD,2
VPCDDDB,2
VPDCCCA,2
VPDCCAC,2
VPDCCAA,1
VPDCACC,2
VPCDBDB,2
VPDCACA,2
VPDCAAC,2
VPDCAAA,2
VPDACCC,2
VPDACCD,2
VPDACCB,2
UNDACAA,4
UNCBDBD,4
UMCCCAD,6
TLAABBB,6
TLABAAB,6
TLABABA,6
TLABABB,6
TLABBAA,6
TLABBAB,6
TLABBBA,6
TLABBBB,7
TLBAAAA,6
TLBAAAB,6
TLBAABA,6
ULDCCDD,6
ULDCDCC,6
TLBABAA,6
TLBABAB,6
TLBABBA,6
ULDCDDD,6
ULDDCCC,6
ULDDCCD,6
ULDDCCB,6
ULDDCDA,6
ULDDCDB,5
ULDDDAC,6
ULDDDCA,6
ULDDDCB,6
ULDDDDA,6
ULDDDDB,6
TLAABBA,6
TLAABAB,6
TLAABAA,6
UKDCCDC,10
UKCDCAA,6
UKCDCAB,6
UKCDCBD,6
UKCDDAC,7
UKCDDAD,25
UKCDDBC,26
UKCDDDA,7
UKCDDDB,14
UKDCCCA,25
UKDCCCD,10
TKBABAB,10
TLAAABB,6
TKBABBA,10
TKBABBB,9
TKBABBD,10
TKBBAAC,9
TKBBAAD,9
TKBBABC,9
TKBBABD,6
TKBBBAD,5
TKBBBBC,6
TLAAAAA,6
TLAAAAB,6
TLAAABA,6
UMCCCCA,6
UMCCCCB,6
UNCBDDB,4
UMCCCDA,6
UMDDDBB,4
UNCCCAA,2
UNCCACC,4
UNCCACA,4
UNCCACB,4
UNCCAAD,4
UNCCABC,4
UNCCABD,4
UNCCABB,4
UNCCBAA,4
UNCCBAB,4
UNCCBBA,4
UNCCBBB,4
UNCDAAA,4
UNCDAAC,4
UNCDAAD,4
UNCDABC,4
UNCDABA,4
UNCBCDC,4
UNCBCDD,4
UNCBCDB,4
UNCBCBC,3
UNCBCBD,4
UNCBDAC,4
UNCBDCA,4
UNCBDCB,4
UNCBDDA,4
UMDDDBC,4
UMDDDAD,4
UMDDDAC,4
UMDCCCA,4
UMCCCDB,8
UMCCDCA,6
UMCCDCB,6
UMCCDDA,6
UMCCDDB,6
UMCDCCA,6
UMCDCAC,3
UMCDCAD,6
UMCDCBC,6
UMCDCDB,6
UMCDDDD,5
UMDCCCC,6
UMDCCCB,6
UMDDCBD,4
UMDCCDA,6
UMDCCDD,6
UMDCDCC,6
UMDCDCD,5
UMDCDDC,4
UMDCDDD,4
UMDDCCC,4
UMDDCCD,4
UMDDCCB,4
UMDDCBC,4
UMDDCDA,4
UMDDCDB,3
VQCAABC,8
VQCAAAD,1
VQCAAAA,1
VPDBBBB,1
VPBDDDD,1
VPBDDDC,1
VPBDDDA,2
VPBDDBC,2
VPBCBDB,2
UMCDDDC,3
UMCDCDA,1
UNCBCDA,3
UMDDDBD,2
TKBBBBA,4
TKBBBAC,3
UKDCCAC,12
UKCDDBD,15
UKCDDAB,18
UKCDDAA,21
TLBABBB,2
ULDCCDC,4
VPBDDAD,1
VPCDDCB,1
VPBDDAC,1
VPBDCBD,1
VPBDCDB,1
VPBDCDA,1
VPBDCCB,1
VPBDCAD,1
VPBDCAA,1
VPBDACC,1
VPBDACA,1
VPBCBBD,1
VPBCBDA,1
VPBCBCB,1
VPBCBCA,1
VPBCBCC,1
VPBCDAA,1
VPBCDAB,1
VPBCDAD,1
VPBCDCB,1
VPBCDDA,1
VPBCDDC,1
VPDABBA,1
UOACCAA,2
UNDACBA,2
UOBABBD,2
UOADAAC,2
UJBBABA,8
UJBBABB,5
UJBBADC,5
UJBBCBC,3
UJBBCDA,3
UJBBCCC,2
UJBDDAA,25
UJBDDAB,25
UJBDDAD,20
UKACCAC,3
UKACCDC,2
UKCBCCC,9
UJBDBCC,1
UJBBCBB,4
UJBBCCD,1
UJBDAAA,1
UJBDAAC,1
UJBDACA,1
UJBDACB,1
UJBDADB,1
UKCAADB,1
TKBBBDA,3
TKBBBCB,3
TKBBBCA,3
UKCCBCD,7
UKCCADD,4
UKCCADC,5
UKCCACB,2
UKCDCBC,2
TKBBBDC,2
UKCCACA,3
TKADBCD,4
TKADBDC,14
TKABDAC,10
TKABDDA,7
TKABDAB,7
TKABDAA,7
TKABCBD,3
TKABDAD,7
TKABDBC,7
TKABDDD,7
TKABDDC,7
TKABBDC,10
TKADBBB,1
TKADBBA,7
TKADBBD,7
TKADBDB,8
TKADBDA,7
TKABDBA,10
TKABBDD,10
UKCDCBB,4
TKABBDB,12
UKDCCCC,16
TKBAAAA,16
TKBAAAB,13
TKBAAAC,10
TKBAACA,10
TKADBCB,2
TJBCBBA,8
TJBCBBB,6
TJBABBD,4
UJDDDCA,6
UJDDCDB,6
UJDDCDC,6
UJDDCCD,6
UJDDCCC,7
TJBBAAA,4
TJBABBB,4
TJBABDB,5
TJBABDD,4
TJBABDC,4
TJBADBA,4
TJBADAB,4
TJBADAD,4
TJBADDA,2
TJBADDC,2
UJDDDCB,8
UJDDDDB,8
UKCCCCA,8
UKCCCAD,11
UKCCCAC,7
UJDDDDA,8
TJBBACA,1
TJBADBC,1
UJBDDCC,2
VJDDDAD,10
VJDDDAB,10
VJDDBCD,10
VJDDBDC,3
VKCCCAC,4
VKCCCAD,5
VKCCCDB,6
VKCCCDD,1
VKCCDCC,6
UKAABAA,6
UKAABAB,6
UKAABAD,6
UKAABCB,6
UKAABDA,6
UKAABDC,6
UKAADBA,6
UKAADBC,6
UKAADBD,6
UKAADDB,6
UKABCCA,6
UKABCCC,6
UKADAAA,6
UJBDBDC,20
UJBDBBB,23
UJBBDDD,24
UJBBDDB,23
UJBBDBD,23
UJBDCBB,23
UJBDDAC,21
UJBDCBD,23
UKCCCBA,5
UKCACDD,3
UKCCABA,3
UKCCABC,3
UKCCADA,3
RHDCBDA,3
RHCBDDD,1
RHCBBDC,1
RHCBDBA,1
RHCBDBB,1
RHCBDBD,1
RHDACAC,1
RHDACCA,1
RHDACCC,1
RHCDBBB,1
RHDCBCB,1
RHDCAAA,1
RHDCAAC,1
RHDCAAD,1
RHDCACB,1
RHDCADA,1
RHDCADB,1
RHDCBCA,1
RHCBBDA,2
RHCBBCB,1
RHCBBAD,1
RHCBBAB,1
RHADDCD,1
RHADDCB,1
RHADDBC,1
RIABCCA,1
UKCCCDB,3
UKCCCDD,3
UKCCDCC,3
UKCCDCD,3
UKCCDCB,2
SKAABAA,2
UKCCDAD,7
UKCCDAB,5
UKACDDC,2
UKACBAD,1
UKACBAC,1
UKACAAB,1
UKACBDA,1
UKACBCB,1
UKACBDD,1
UKACBDC,1
UKCADBB,2
UKCABDD,2
UKCBACC,2
UKCBACA,2
UKCBAAC,2
UKCABBA,1
UKACDCD,1
UKACDDA,1
UKACDBC,1
UKACDBA,1
UJDBBAA,1
UJBADAC,1
UJBADAD,1
UJBADAB,1
UJBADBD,3
UJBBCAC,2
UJBBCAD,2
UJBBCCB,2
UJBBCBD,4
UJBBCBA,1
UJBBADA,3
UJBBABC,3
UJBACDB,2
UJBADCA,2
UJBADCC,1
UJBADCB,3
UJBADDA,5
UJBADBC,1
UJBADDB,1
UJBBCDB,3
UKCCDDA,3
UKCCDDC,3
TKAABBA,2
TKAABAB,2
TKAABAD,2
TKAABAC,2
TKAABCA,2
TKAAADB,3
TKAAABD,2
TKAAABB,2
TKAABAA,2
UPAABBA,14
UPAABBB,8
VPCCDDD,1
VPCCDDC,1
VPCCDCD,1
VPCCDCB,1
VPCCDCA,1
VPCCCDB,1
VPCCCDD,1
UPAAABA,1
UPAAAAB,1
UPAAAAA,1
UOBBBBB,1
VODDDDC,1
UOBBBAB,1
UOBBBAA,1
UOBBABB,1
UOBBABD,1
UOBBABC,1
UPAABBC,16
UPAABAD,2
UPAABBD,7
UPABAAA,1
VPCDCCC,1
VPCDCCA,1
VPCDCCB,2
UOCBBBB,5
VPCDCAA,2
UOADDDD,4
UOADABD,2
UOADABB,2
UOADBAC,2
UOADBCA,2
UOADBCB,2
UOADBCD,2
UOADDBA,2
UOADDBC,2
UOADDBD,2
UOADDDB,2
UOADDDC,2
VPCDCAD,1
VPCDACC,1
UOCBBBA,2
UOCBBBD,6
UOCBBDB,6
UMDDCAD,1
UJAAADB,3
TIBADBB,3
UIBDDAD,2
UIBDDBC,2
UIBDDBD,1
UIDBBCD,1
UIDBBCB,1
UIDBBAD,1
UIDBBAB,1
UIDBBBA,1
UIBDDDC,1
UIBDDDA,1
UIBDDAB,1
UIDBDBA,1
UIBDDBB,1
UIBDBDD,1
UJACACC,1
UJACACA,1
UJACAAC,1
UJACAAB,1
UJACABA,1
UJAACDC,1
UJAACDD,1
UIDBDAB,1
UIDBDDA,1
UIDBDBC,1
UJAADCA,1
TIBBCAA,1
TIBBCAB,1
TIBBACD,1
TIBBADC,1
TIBBADA,1
TIBBADB,1
TIBBBCA,1
TIBBBAC,1
TIBBBAA,1
TIBBBAB,1
UIDDDCD,1
UIDDDCB,1
UIDDDAD,1
UIDDDAC,1
UIDDDAA,1
UIDDBCC,1
UIDDBCA,1
UIDDBAC,1
UIDDBAD,1
UIDDBAB,1
UIDBDCD,1
UJAACDB,1
UJAADAC,2
UJAADAD,2
VJCDDBB,2
VJDCCAA,2
VJDCCAB,2
VJDCADC,2
VJDCADA,2
VJDCBAC,2
VJDCBAD,2
VJDCBAB,2
VJDCBBA,2
VJDADDC,4
VJDDABB,3
VJDDABD,2
VJDDBAC,4
VJDDBCA,4
VJDDBCB,4
VJCDDBD,2
VJCDDBC,2
VJCDDAD,2
UJAABAA,2
UJAADAB,1
UJAADAA,1
UJAABCC,1
UJAABCD,1
UJAABCB,1
UJAABCA,1
UJAAADA,1
UJAAABC,1
UJAAABD,2
VJCCDCC,2
VJCDDAC,2
VJCCDCD,2
VJCCDCB,2
VJCCDDA,2
VJCCDDB,2
VJCDCCA,2
VJCDCCB,2
VJCDCDA,2
VJCDCBC,2
VJCDCBD,2
TIBADBD,1
OHDDACB,2
OIBCAAA,1
OIACBDD,1
OIADACC,1
OIADACD,1
OIADADC,1
OIADADB,1
OIADBCA,1
OIADBCB,1
OIADBDA,1
OIADBDB,1
OIBCACA,1
OIBCAAC,1
OIBCAAB,1
OIACDBD,1
OIBCABA,1
OIBCABB,1
OIBACDD,1
OIBADCC,1
OIBADCD,1
OIBADDC,1
OIBADDA,1
OIBADDB,1
OIBBCCA,1
OIBBCAC,1
OIBBCAD,2
OIACDBB,1
OIACDBC,1
OHDDACD,1
OICCABC,1
OHDDADC,1
OHDDADD,1
OHDDBCC,1
OHDDDAA,1
OHDDDAB,1
OHDDBCD,1
OHDDBDA,1
OHDDBDB,1
OHDDBBD,1
OICCAAC,1
OICCAAD,1
OICCABA,1
OIACDDA,1
OICACDD,1
OICACDB,1
OICADAC,1
OICADAA,1
OICABCC,1
OICABCD,1
OICABCB,1
OICABAD,1
OICABAB,1
OICABBA,1
OIACDDC,1
OIBBCCB,2
PIDCBDB,3
OIBBCDA,1
PIDCBDD,1
PIDDACC,1
PIDDCAA,1
PIDDCAB,1
PIDDCAD,1
PIDDCCB,1
PIDDCCD,1
OIBBAAB,1
OIBBABC,1
OIBBACB,1
OIBBACD,1
OIBBCAB,1
OIBBCBC,1
PIDCBDA,1
QKACCCC,2
RKABACA,3
RKABAAA,2
RKCCDAA,1
QKAABCC,1
QKAABCA,1
QKAABAC,1
QKAABAA,1
RKCCDCC,1
RKCCDCA,1
RKCCDAC,1
RKCCDAB,1
QKAADAC,1
RKCCBCD,1
RKCCBCC,1
RKCCBCA,1
RKCCBAC,1
RKCCBAA,1
RKCADCC,1
RKCADCD,1
RKCADCB,1
QKAADAA,1
QKAADCB,1
QKAADAD,1
QKACCBB,1
QJBDDDD,1
QKCAAAA,1
QKACCCD,1
QKACCCB,1
QKACCDA,1
QKACCBC,1
QKACCBD,1
QKACDAA,1
RKCADBC,1
QKACDAB,1
QKACBCD,1
QKACBCB,1
QKACBAD,1
QKACBAB,1
QKAADCC,1
QKAADCA,1
RKCADAD,1
RKCADBA,1
PIDCBBD,1
RKCADBB,1
RKABCAB,2
RKABACD,3
RKABACC,1
RKABACB,2
RKABAAC,1
RKAABBB,1
SKCDCCC,1
SKCDCCA,1
SKCCDDB,1
SKCCDBD,1
SKCCDBB,1
SKCCBDD,1
SKCCBDC,1
SKCCBDA,1
SKCCBDB,1
SKCDACA,1
SKCDAAC,1
RKABCAD,1
RKABCCB,1
RKABCCD,1
RKACDDD,1
RKCBCAA,1
RKCBACD,1
RKCBACB,1
RKCBACA,1
RKCBAAC,1
RKCABBD,1
RKCABBB,1
RKACDDB,1
RKADAAB,1
RKADCCA,1
RKADCCB,1
RKADCAD,1
RKADCAB,1
RKADACD,1
RKADACB,1
RKADAAD,1
QJDBBBB,1
QJDBBBA,1
QJDBBBC,1
PIBDDAB,1
PIBDBDC,1
PIBDBDD,1
PIBDBDB,1
PJACACA,1
PJACACB,1
PJACAAD,1
PJACABC,1
PJACABA,1
PJACABB,1
PJACBAA,1
PJAADCC,1
PJAADCA,1
PJAADCB,1
PJAADDA,1
PJAADDB,1
PJABCCA,1
PJABCAC,1
PIBDDBA,1
PIBDDAD,1
PJABCBC,1
PIBDDAC,1
PIDCBBB,1
PIDADDD,1
PIDADDB,1
PIDADBD,1
PIDADBB,1
PIDADBA,1
PIDABDC,1
PIDABDA,1
PIDABBC,1
PIDABBB,1
PIDBAAA,1
PIBDCCC,1
PIBDCCA,1
PIBDCCB,1
PIBDCDA,1
PIBDCBC,1
PIBDCBD,1
PJABCAD,1
PJABCBD,1
QJDBBDA,1
QJDCDBC,1
QJDCBDC,1
QJDCBDD,1
QJDCBDB,1
QJDCBBC,1
QJDCBBD,1
QJDCBBB,1
QJDADDD,1
QJDBCCC,1
QJDBCCD,1
QJDBCCB,1
QJDBCDA,1
QJDBCBC,1
QJDBCBD,1
QJDBCBB,1
QJDBDAA,1
QJDBBCD,1
QJDBBCB,1
QJDCDBA,1
QJDCDAB,1
PJABDAC,1
QJDCDAD,1
PJABDAA,1
PJABDAB,1
PJABDBA,1
PJABDBB,1
PJBACAA,1
PJBACAB,1
PJBAACD,1
PJBAACC,1
PJBAACA,1
PJBAACB,1
PJBAAAD,1
PJBAAAB,1
PJBAABA,1
QJDCCDC,1
QJDCCDD,1
QJDCCDB,1
QJDCDAC,1
SKCDAAD,3
TKCDDAB,2
TKACBCC,2
TKCDDAA,1
TKCBDCA,1
TKCBDCC,1
TKCBDCD,1
TKCDBAB,1
TKCDBAD,1
TKCDBCB,1
TKCDBCD,1
TKCBCDA,1
TKCDDAD,1
TKCDDBC,1
TKCDDDA,1
TKCDDDC,1
SKABBBA,1
SKABBBB,1
SKABBBD,1
TKCBCDB,1
TKCBCBC,1
SKCDABC,1
TKCBCAD,1
TKACBCD,1
TKACBDC,1
TKACBDD,1
TKACDBB,1
TKACDBD,1
TKADCCA,1
TKADCCC,2
TKADCCD,2
TKCBAAB,1
TKCBAAD,1
TKCBABC,1
TKCBADA,1
TKCBACB,1
TKCBACD,1
TKCBCAB,1
SKBAAAC,1
SKBAAAD,1
SKBAABC,1
SKDACAC,1
SKDAABA,1
SKDAABC,1
SKDAAAD,1
SKDAACB,1
SKDAACD,1
SKDACAB,1
SKDACAD,1
SKDACCA,1
SKBAADA,1
SKCBDDB,1
SKCBDDA,1
SKCBDCB,1
SKCBDCA,1
SKCBDCC,1
SKCBCDD,2
SKCDABA,1
SKBCCDC,1
SKBCCCD,1
SKBCCCB,1
SKBCCCA,1
SKBAADC,1
SKBACBA,1
SKBACBB,1
SKBACBD,1
SKBACDB,1
SKBACDA,1
SKBACDC,1
SKBACCD,1
SKBCAAB,1
SKBCAAA,1
SKBCAAC,1
SKBCACA,1
SKBCACC,1
SKBCCAA,1
SKBCCAC,1
TKACBCA,2
TKACADB,1
UKCCABB,1
VJDDDAC,4
VJCBABD,3
VJCBABC,3
VJADCDD,2
VJCBAAC,2
VJCBDBC,2
VJCDBBA,3
VJCBABA,2
VJCBABB,2
VJADCDC,2
VJCBDBA,2
VJCBCBD,3
VJCBAAA,1
VJCBAAD,1
VJCBACA,1
VJCBDBB,1
VJCBACB,1
VJCBACD,1
VJCBCAB,1
VJCBCBA,1
VJCBBAC,1
VJCBCBC,1
VJCBBAD,1
VJCBBCB,1
VJCBBDA,1
VJCBBDC,1
VJDDBCC,2
VJCBDBD,1
VJCBDDA,1
VJDBCDD,2
VJDBCDB,2
VJDBCBC,2
VJDBCAD,2
VJDBCCB,2
VJDBCCA,2
VJDADDB,2
VJDADDD,3
VJDADCD,2
VJDADCB,1
VJDACDC,2
VJDCAAB,2
VJDCAAA,2
VJCDBBB,2
VJCDBAB,2
VJCBDDC,1
VJCBCDB,2
VJDDBAA,1
VJDACDB,1
VJDACCD,1
VJCBDCD,1
VJCBDCC,1
VJCBDCA,1
TLACCAD,3
TKBDABB,1
TKBBACA,1
TKBBACD,1
TKBBCAB,1
TKBBCAD,1
TKBBCBC,1
TKBBCDA,1
TKBBCDB,1
TKBBCDD,1
TKBABDB,1
TKBDBAD,1
TKBDBCB,1
TKBDBDA,1
TKBDBDB,1
TKBDBDD,1
TLACCAA,1
TLACCAB,2
TLACCCB,1
TKBDBAA,1
TKBABBC,1
TLACCBC,7
TLAACAA,2
TLAACCB,1
TLACACD,1
TLACACB,1
TLACADA,1
TLACABC,1
TLACAAD,1
TLACAAB,1
TLAACCD,1
TLAACCA,1
TLAACAC,1
TLAACAB,1
TLAAACC,1
TKBBBDD,1
